date,actual,sarimax,mean,naive,seasonal_naive_daily,seasonal_naive_weekly,drift,feature_model,foundation_model
2016-05-13 19:00:00,208.33333333333334,197.09367088334938,97.46163394267657,348.3333333333333,123.33333333333333,126.66666666666667,348.432667343944,183.84422,120.76802
2016-05-13 20:00:00,120.0,168.20443881724265,97.46163394267657,348.3333333333333,100.0,116.66666666666667,348.53200135455467,111.33446,108.45175
2016-05-13 21:00:00,63.333333333333336,141.98078615441005,97.46163394267657,348.3333333333333,71.66666666666667,71.66666666666667,348.63133536516534,67.425316,84.845535
2016-05-13 22:00:00,55.0,123.33189401462258,97.46163394267657,348.3333333333333,60.0,53.333333333333336,348.730669375776,52.45024,68.423836
2016-05-13 23:00:00,61.666666666666664,106.9442524694986,97.46163394267657,348.3333333333333,56.666666666666664,58.333333333333336,348.8300033863867,51.8409,58.16023
2016-05-14 00:00:00,58.333333333333336,95.98186667604497,97.46163394267657,348.3333333333333,55.0,51.666666666666664,348.92933739699737,51.640327,56.79175
2016-05-14 01:00:00,63.333333333333336,86.67551308073459,97.46163394267657,348.3333333333333,53.333333333333336,56.666666666666664,349.02867140760804,50.339016,56.107513
2016-05-14 02:00:00,60.0,80.77733414272802,97.46163394267657,348.3333333333333,58.333333333333336,53.333333333333336,349.1280054182187,49.295113,56.79175
2016-05-14 03:00:00,60.0,69.80715422723785,97.46163394267657,348.3333333333333,58.333333333333336,55.0,349.2273394288294,52.341682,56.79175
2016-05-14 04:00:00,60.0,54.06526843980796,97.46163394267657,348.3333333333333,50.0,55.0,349.32667343944007,60.008503,56.79175
2016-05-14 05:00:00,56.666666666666664,56.88381634171033,97.46163394267657,348.3333333333333,58.333333333333336,51.666666666666664,349.4260074500508,64.42598,56.79175
2016-05-14 06:00:00,63.333333333333336,59.63329735290958,97.46163394267657,348.3333333333333,146.66666666666666,53.333333333333336,349.5253414606615,84.3199,58.16023
2016-05-14 07:00:00,113.33333333333333,74.82928856473707,97.46163394267657,348.3333333333333,176.66666666666666,148.33333333333334,349.62467547127216,141.28807,60.212986
2016-05-14 08:00:00,133.33333333333334,84.26249431422332,97.46163394267657,348.3333333333333,338.3333333333333,121.66666666666667,349.72400948188283,161.24788,64.66051
2016-05-14 09:00:00,118.33333333333333,83.39223418682445,97.46163394267657,348.3333333333333,93.33333333333333,153.33333333333334,349.8233434924935,110.567314,71.502884
2016-05-14 10:00:00,158.33333333333334,97.85606785417467,97.46163394267657,348.3333333333333,73.33333333333333,178.33333333333334,349.9226775031042,124.76959,81.76644
2016-05-14 11:00:00,96.66666666666667,98.67883033445906,97.46163394267657,348.3333333333333,355.0,161.66666666666666,350.02201151371486,125.948524,75.95045
2016-05-14 12:00:00,116.66666666666667,108.36812896671105,97.46163394267657,348.3333333333333,301.6666666666667,86.66666666666667,350.12134552432553,111.03225,69.10808
2016-05-14 13:00:00,113.33333333333333,112.84577679893698,97.46163394267657,348.3333333333333,268.3333333333333,75.0,350.2206795349362,113.269745,65.0026
2016-05-14 14:00:00,106.66666666666667,98.6852831913867,97.46163394267657,348.3333333333333,318.3333333333333,88.33333333333333,350.3200135455469,100.62107,65.0026
2016-05-14 15:00:00,130.0,89.1452915821038,97.46163394267657,348.3333333333333,201.66666666666666,103.33333333333333,350.41934755615756,93.602615,65.0026
2016-05-14 16:00:00,111.66666666666667,122.38143324065724,97.46163394267657,348.3333333333333,351.6666666666667,91.66666666666667,350.51868156676824,104.97754,63.63413
2016-05-14 17:00:00,241.66666666666666,186.31479292061374,97.46163394267657,348.3333333333333,231.66666666666666,83.33333333333333,350.6180155773789,121.29948,69.79231
2016-05-14 18:00:00,166.66666666666666,183.11190087818193,97.46163394267657,348.3333333333333,348.3333333333333,285.0,350.7173495879896,189.50517,72.52922
2016-05-14 19:00:00,90.0,127.06779371185348,97.52798298634426,166.66666666666666,208.33333333333334,120.0,166.7041764640018,170.7036,117.41309
2016-05-14 20:00:00,86.66666666666667,91.92108528940489,97.52798298634426,166.66666666666666,120.0,86.66666666666667,166.7416862613369,126.844315,100.25535
2016-05-14 21:00:00,75.0,59.92204918522097,97.52798298634426,166.66666666666666,63.333333333333336,56.666666666666664,166.77919605867203,70.47602,71.9954
2016-05-14 22:00:00,61.666666666666664,56.487946952954836,97.52798298634426,166.66666666666666,55.0,58.333333333333336,166.81670585600716,58.99255,61.902637
2016-05-14 23:00:00,48.333333333333336,46.33762662011435,97.52798298634426,166.66666666666666,61.666666666666664,56.666666666666664,166.8542156533423,59.5898,59.88403
2016-05-15 00:00:00,53.333333333333336,44.856280995370255,97.52798298634426,166.66666666666666,58.333333333333336,58.333333333333336,166.8917254506774,53.591274,58.538322
2016-05-15 01:00:00,55.0,51.32801934240622,97.52798298634426,166.66666666666666,63.333333333333336,51.666666666666664,166.92923524801253,51.616653,58.538322
2016-05-15 02:00:00,51.666666666666664,53.317624343465425,97.52798298634426,166.66666666666666,60.0,55.0,166.96674504534766,53.79756,58.538322
2016-05-15 03:00:00,40.0,52.683377532064,97.52798298634426,166.66666666666666,60.0,56.666666666666664,167.00425484268277,51.619473,58.538322
2016-05-15 04:00:00,51.666666666666664,55.36549911122208,97.52798298634426,166.66666666666666,60.0,50.0,167.0417646400179,51.717144,58.538322
2016-05-15 05:00:00,56.666666666666664,64.52755104298151,97.52798298634426,166.66666666666666,56.666666666666664,56.666666666666664,167.07927443735304,53.898052,59.88403
2016-05-15 06:00:00,51.666666666666664,68.07768440129715,97.52798298634426,166.66666666666666,63.333333333333336,50.0,167.11678423468817,78.38043,63.584747
2016-05-15 07:00:00,93.33333333333333,98.04678979869827,97.52798298634426,166.66666666666666,113.33333333333333,60.0,167.15429403202327,115.97606,65.26686
2016-05-15 08:00:00,118.33333333333333,108.92164898295026,97.52798298634426,166.66666666666666,133.33333333333334,183.33333333333334,167.1918038293584,156.94533,66.61257
2016-05-15 09:00:00,101.66666666666667,92.6226972310302,97.52798298634426,166.66666666666666,118.33333333333333,143.33333333333334,167.22931362669354,154.13182,66.61257
2016-05-15 10:00:00,108.33333333333333,105.01631843013075,97.52798298634426,166.66666666666666,158.33333333333334,135.0,167.26682342402864,168.82324,66.61257
2016-05-15 11:00:00,105.0,108.55989791844802,97.52798298634426,166.66666666666666,96.66666666666667,50.0,167.30433322136378,155.89957,64.2576
2016-05-15 12:00:00,96.66666666666667,105.77966406959825,97.52798298634426,166.66666666666666,116.66666666666667,56.666666666666664,167.3418430186989,136.35571,63.584747
2016-05-15 13:00:00,136.66666666666666,97.69338597041373,97.52798298634426,166.66666666666666,113.33333333333333,56.666666666666664,167.37935281603404,100.16777,65.93971
2016-05-15 14:00:00,88.33333333333333,92.08723187170295,97.52798298634426,166.66666666666666,106.66666666666667,56.666666666666664,167.41686261336915,98.09886,65.26686
2016-05-15 15:00:00,93.33333333333333,89.8456207098196,97.52798298634426,166.66666666666666,130.0,50.0,167.45437241070428,88.64432,66.94902
2016-05-15 16:00:00,143.33333333333334,114.93130259748624,97.52798298634426,166.66666666666666,111.66666666666667,55.0,167.4918822080394,203.6373,68.63117
2016-05-15 17:00:00,236.66666666666666,178.34605271693866,97.52798298634426,166.66666666666666,241.66666666666666,56.666666666666664,167.52939200537452,181.67276,69.97688
2016-05-15 18:00:00,98.33333333333333,192.7044341449378,97.52798298634426,166.66666666666666,166.66666666666666,50.0,167.56690180270965,275.24457,73.3411
2016-05-15 19:00:00,96.66666666666667,133.81787497636225,97.4616922051965,98.33333333333333,90.0,60.0,98.34777296456735,139.1571,100.12986
2016-05-15 20:00:00,246.66666666666666,121.68444663178882,97.4616922051965,98.33333333333333,86.66666666666667,78.33333333333333,98.3622125958014,106.09205,90.11693
2016-05-15 21:00:00,203.33333333333334,91.34841446610433,97.4616922051965,98.33333333333333,75.0,63.333333333333336,98.37665222703542,103.95858,70.09089
2016-05-15 22:00:00,86.66666666666667,60.955299544237356,97.4616922051965,98.33333333333333,61.666666666666664,58.333333333333336,98.39109185826946,75.87389,60.077953
2016-05-15 23:00:00,83.33333333333333,66.77082698115214,97.4616922051965,98.33333333333333,48.333333333333336,53.333333333333336,98.40553148950349,64.41684,56.74025
